pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type,year_month
4995,2022-12-24,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,5392,36-45,Rabbit,2022-12
2726,2022-08-18,Playing,62,"","",6618,56-65,Fish,2022-08
2869,2023-06-23,Health,0,Injury,Physical therapy recommended for joint issues,4983,36-45,Cat,2023-06
1846,2022-09-16,Playing,43,"","",9741,56-65,Rabbit,2022-09
3190,2023-03-03,Playing,63,"","",6925,46-55,Fish,2023-03
236,2022-06-03,Health,0,Injury,"Minor surgery performed, recovery monitored",6300,18-25,Fish,2022-06
3057,2023-09-14,Playing,62,"","",2385,26-35,Hamster,2023-09
5216,2023-07-28,Walking,46,"","",5464,36-45,Fish,2023-07
2837,2022-10-03,Health,0,Injury,"Minor surgery performed, recovery monitored",9708,56-65,Fish,2022-10
2805,2023-09-12,Resting,67,"","",6327,36-45,Rabbit,2023-09
4150,2022-07-28,Health,0,Annual Checkup,"All clear, healthy diet recommended",7003,36-45,Fish,2022-07
4339,2022-10-24,Walking,,"","",130,18-25,Rabbit,2022-10
9558,2022-09-23,Playing,27,"","",258,46-55,Rabbit,2022-09
5457,2023-06-18,Resting,2,"","",9437,18-25,Fish,2023-06
3300,2022-11-12,Walking,,"","",264,66+,Hamster,2022-11
1585,2023-11-24,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4135,18-25,Fish,2023-11
6454,2023-02-04,Playing,66,"","",3521,26-35,Hamster,2023-02
4834,2023-09-17,Health,0,Injury,"Minor surgery performed, recovery monitored",5367,26-35,Dog,2023-09
9008,2023-08-14,Playing,85,"","",1835,36-45,Rabbit,2023-08
4339,2023-01-04,Health,0,Dental Cleaning,"Cleaning done, no dental issues",130,18-25,Rabbit,2023-01
986,2023-05-28,Playing,58,"","",5102,18-25,Hamster,2023-05
9322,2023-02-15,Playing,64,"","",5633,26-35,Fish,2023-02
3520,2022-12-25,Playing,78,"","",4834,36-45,Hamster,2022-12
4480,2022-08-31,Walking,,"","",9044,46-55,Hamster,2022-08
4777,2023-01-16,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2269,36-45,Rabbit,2023-01
6376,2022-10-04,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1407,56-65,Rabbit,2022-10
4192,2023-04-12,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8706,56-65,Rabbit,2023-04
9485,2022-08-22,Playing,,"","",459,66+,Hamster,2022-08
3001,2023-12-26,Walking,79,"","",9951,26-35,Cat,2023-12
9539,2022-12-07,Playing,2,"","",1495,56-65,Dog,2022-12
9692,2022-10-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7009,46-55,Cat,2022-10
3988,2023-08-23,Playing,36,"","",9242,56-65,Cat,2023-08
9008,2023-08-02,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1835,36-45,Rabbit,2023-08
3612,2023-12-04,Health,0,Dental Cleaning,"Cleaning done, no dental issues",787,36-45,Fish,2023-12
9163,2022-08-08,Resting,26,"","",8254,46-55,Hamster,2022-08
5540,2023-09-19,Playing,25,"","",8158,56-65,Dog,2023-09
3856,2023-04-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7968,66+,Hamster,2023-04
3530,2023-06-24,Walking,,"","",8942,36-45,Hamster,2023-06
7833,2023-03-06,Playing,29,"","",3276,46-55,Fish,2023-03
7716,2023-01-26,Health,0,Dental Cleaning,"Cleaning done, no dental issues",342,66+,Cat,2023-01
7298,2023-04-27,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9731,26-35,Cat,2023-04
9357,2023-11-24,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4945,56-65,Rabbit,2023-11
9218,2022-07-11,Resting,73,"","",2552,26-35,Fish,2022-07
7485,2022-09-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6278,56-65,Dog,2022-09
6556,2023-12-09,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1107,56-65,Dog,2023-12
7891,2022-12-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6780,56-65,Dog,2022-12
3100,2022-07-27,Walking,19,"","",329,66+,Dog,2022-07
5622,2023-01-25,Resting,,"","",3739,66+,Cat,2023-01
5632,2022-12-29,Playing,58,"","",6055,26-35,Cat,2022-12
5799,2023-08-20,Health,0,Annual Checkup,Diet adjustment recommended for weight management,7299,26-35,Fish,2023-08
9136,2022-04-06,Health,0,Injury,Physical therapy recommended for joint issues,3553,18-25,Dog,2022-04
4899,2023-10-14,Playing,90,"","",6601,56-65,Dog,2023-10
8631,2023-05-20,Resting,29,"","",1052,66+,Hamster,2023-05
2178,2023-08-26,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog,2023-08
2381,2022-10-25,Walking,,"","",5366,18-25,Rabbit,2022-10
3228,2022-09-16,Health,0,Injury,"Sprain identified, rest and limited movement advised",8432,66+,Fish,2022-09
3988,2022-12-30,Walking,14,"","",9242,56-65,Cat,2022-12
8805,2023-04-09,Walking,87,"","",4944,46-55,Hamster,2023-04
1678,2023-07-02,Walking,24,"","",1146,36-45,Dog,2023-07
7267,2022-05-23,Resting,71,"","",9890,56-65,Hamster,2022-05
6102,2023-03-16,Walking,,"","",1403,46-55,Hamster,2023-03
150,2023-10-04,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,8605,26-35,Rabbit,2023-10
1297,2022-05-05,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",576,26-35,Fish,2022-05
2549,2022-07-21,Walking,76,"","",8612,36-45,Dog,2022-07
6332,2022-05-19,Health,0,Annual Checkup,"All clear, healthy diet recommended",2456,26-35,Rabbit,2022-05
751,2023-02-09,Walking,,"","",7703,46-55,Fish,2023-02
637,2022-07-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6918,56-65,Cat,2022-07
1963,2023-08-24,Health,0,Annual Checkup,"All clear, healthy diet recommended",3173,66+,Dog,2023-08
4947,2022-12-07,Resting,,"","",9337,56-65,Rabbit,2022-12
6556,2022-05-22,Health,0,Injury,"Minor surgery performed, recovery monitored",1107,56-65,Dog,2022-05
7833,2022-04-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3276,46-55,Fish,2022-04
1417,2022-10-23,Walking,33,"","",1834,46-55,Rabbit,2022-10
7799,2023-09-09,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5114,36-45,Fish,2023-09
8226,2023-11-07,Playing,7,"","",2391,56-65,Rabbit,2023-11
658,2022-07-23,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6072,18-25,Dog,2022-07
4056,2023-01-10,Health,0,Annual Checkup,"All clear, healthy diet recommended",58,46-55,Hamster,2023-01
2794,2023-01-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9306,66+,Dog,2023-01
9485,2022-09-25,Health,0,Annual Checkup,Diet adjustment recommended for weight management,459,66+,Hamster,2022-09
7692,2022-11-30,Resting,43,"","",6053,36-45,Hamster,2022-11
2178,2023-09-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog,2023-09
2717,2023-11-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5249,18-25,Fish,2023-11
9322,2022-12-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5633,26-35,Fish,2022-12
3414,2022-05-26,Resting,2,"","",6975,26-35,Rabbit,2022-05
8993,2023-06-23,Health,0,Annual Checkup,"All clear, healthy diet recommended",1424,66+,Cat,2023-06
2299,2022-05-27,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1559,18-25,Hamster,2022-05
4761,2023-12-03,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2664,56-65,Cat,2023-12
7680,2023-06-22,Health,0,Annual Checkup,"All clear, healthy diet recommended",129,66+,Rabbit,2023-06
3304,2023-01-02,Resting,55,"","",8128,46-55,Fish,2023-01
5503,2022-06-09,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1269,46-55,Cat,2022-06
6963,2022-10-06,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1749,56-65,Rabbit,2022-10
2381,2023-10-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5366,18-25,Rabbit,2023-10
9968,2022-08-19,Walking,,"","",8847,56-65,Hamster,2022-08
4955,2023-02-11,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3114,66+,Dog,2023-02
7766,2023-04-15,Walking,20,"","",6699,56-65,Rabbit,2023-04
8789,2022-12-06,Resting,7,"","",6619,18-25,Rabbit,2022-12
7485,2023-02-17,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6278,56-65,Dog,2023-02
9721,2023-12-15,Health,0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit,2023-12
9539,2023-09-25,Health,0,Injury,Physical therapy recommended for joint issues,1495,56-65,Dog,2023-09
473,2023-03-21,Walking,35,"","",1387,56-65,Hamster,2023-03
8805,2023-09-07,Health,0,Injury,"Sprain identified, rest and limited movement advised",4944,46-55,Hamster,2023-09
1261,2023-07-26,Walking,,"","",683,46-55,Dog,2023-07
8746,2023-03-24,Playing,48,"","",5569,66+,Dog,2023-03
8691,2023-08-27,Resting,69,"","",3447,26-35,Fish,2023-08
542,2022-06-09,Playing,71,"","",6776,18-25,Hamster,2022-06
5925,2023-10-30,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster,2023-10
833,2022-12-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7440,66+,Fish,2022-12
8244,2023-04-25,Resting,20,"","",5743,66+,Fish,2023-04
1925,2023-05-24,Walking,37,"","",2797,46-55,Dog,2023-05
1635,2022-11-20,Health,0,Annual Checkup,"All clear, healthy diet recommended",674,26-35,Hamster,2022-11
5198,2022-06-25,Health,0,Annual Checkup,"All clear, healthy diet recommended",2027,36-45,Hamster,2022-06
83,2022-09-20,Playing,54,"","",6916,26-35,Hamster,2022-09
9221,2022-06-26,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5930,36-45,Fish,2022-06
5071,2023-06-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1992,18-25,Fish,2023-06
2284,2022-04-26,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",658,26-35,Rabbit,2022-04
2350,2023-08-26,Playing,12,"","",9638,36-45,Rabbit,2023-08
2287,2023-01-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",7057,66+,Rabbit,2023-01
1309,2022-10-30,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5899,18-25,Hamster,2022-10
9,2022-06-01,Playing,80,"","",1451,46-55,Hamster,2022-06
542,2023-11-27,Resting,90,"","",6776,18-25,Hamster,2023-11
831,2023-02-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5416,46-55,Cat,2023-02
3330,2023-12-09,Playing,79,"","",9937,36-45,Rabbit,2023-12
2912,2022-12-30,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4044,18-25,Hamster,2022-12
5968,2023-09-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3794,46-55,Fish,2023-09
6725,2022-06-26,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5568,56-65,Dog,2022-06
8396,2022-04-29,Health,0,Injury,"Minor surgery performed, recovery monitored",4741,36-45,Fish,2022-04
7970,2023-03-22,Resting,15,"","",1419,36-45,Hamster,2023-03
9946,2023-01-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish,2023-01
7788,2022-07-04,Health,0,Injury,"Minor surgery performed, recovery monitored",7350,36-45,Dog,2022-07
5421,2023-11-22,Walking,76,"","",4457,26-35,Rabbit,2023-11
4346,2023-05-12,Resting,38,"","",9867,46-55,Fish,2023-05
8208,2023-03-12,Health,0,Injury,"Sprain identified, rest and limited movement advised",7211,36-45,Fish,2023-03
5610,2022-07-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9186,36-45,Fish,2022-07
2733,2022-07-08,Playing,31,"","",2443,56-65,Rabbit,2022-07
7757,2023-06-08,Resting,,"","",1457,18-25,Hamster,2023-06
8070,2023-12-16,Playing,,"","",4144,36-45,Fish,2023-12
9721,2022-05-19,Resting,,"","",4991,26-35,Rabbit,2022-05
2058,2022-04-19,Resting,78,"","",4954,36-45,Fish,2022-04
9018,2022-05-22,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5690,46-55,Rabbit,2022-05
6435,2022-09-10,Walking,14,"","",8343,26-35,Hamster,2022-09
2755,2023-03-02,Playing,31,"","",310,18-25,Rabbit,2023-03
5090,2022-05-15,Resting,26,"","",6530,26-35,Hamster,2022-05
9874,2023-04-22,Resting,2,"","",2966,46-55,Fish,2023-04
6939,2022-05-15,Walking,,"","",3445,46-55,Rabbit,2022-05
121,2022-12-04,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3596,18-25,Rabbit,2022-12
3463,2023-07-09,Resting,13,"","",8722,18-25,Hamster,2023-07
8285,2022-11-18,Walking,19,"","",4725,18-25,Dog,2022-11
2733,2023-11-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",2443,56-65,Rabbit,2023-11
5699,2022-07-20,Resting,,"","",4776,26-35,Fish,2022-07
4726,2022-11-17,Playing,74,"","",1578,66+,Rabbit,2022-11
3304,2023-07-25,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8128,46-55,Fish,2023-07
3370,2022-11-25,Walking,78,"","",13,66+,Hamster,2022-11
9,2023-01-13,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1451,46-55,Hamster,2023-01
9706,2022-04-08,Playing,1,"","",629,46-55,Rabbit,2022-04
3946,2023-11-09,Walking,28,"","",1722,66+,Cat,2023-11
2178,2022-05-28,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog,2022-05
3723,2023-04-25,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,480,56-65,Dog,2023-04
3190,2023-01-10,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6925,46-55,Fish,2023-01
337,2023-05-07,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2263,36-45,Cat,2023-05
9689,2023-02-16,Playing,,"","",7147,46-55,Rabbit,2023-02
7825,2023-09-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6060,56-65,Dog,2023-09
9227,2023-01-06,Health,0,Annual Checkup,"All clear, healthy diet recommended",1502,56-65,Hamster,2023-01
5503,2022-07-05,Resting,25,"","",1269,46-55,Cat,2022-07
694,2022-08-06,Resting,67,"","",6526,26-35,Hamster,2022-08
9167,2023-04-02,Health,0,Injury,"Sprain identified, rest and limited movement advised",3839,46-55,Cat,2023-04
7117,2023-10-16,Walking,41,"","",2814,66+,Hamster,2023-10
5062,2022-09-25,Resting,36,"","",3258,36-45,Cat,2022-09
831,2022-09-10,Resting,,"","",5416,46-55,Cat,2022-09
3484,2023-10-09,Health,0,Injury,Physical therapy recommended for joint issues,472,36-45,Hamster,2023-10
2837,2023-12-24,Playing,87,"","",9708,56-65,Fish,2023-12
2709,2023-11-28,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4979,26-35,Cat,2023-11
9163,2023-07-30,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8254,46-55,Hamster,2023-07
5563,2023-05-22,Playing,,"","",4091,36-45,Rabbit,2023-05
6147,2023-03-14,Walking,,"","",9222,26-35,Hamster,2023-03
9578,2023-10-26,Walking,47,"","",2135,46-55,Fish,2023-10
8903,2023-10-22,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish,2023-10
1925,2022-06-17,Resting,22,"","",2797,46-55,Dog,2022-06
2881,2023-03-01,Resting,31,"","",195,26-35,Fish,2023-03
8705,2023-01-10,Health,0,Annual Checkup,"All clear, healthy diet recommended",8337,66+,Rabbit,2023-01
6205,2022-10-19,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit,2022-10
7716,2023-12-26,Playing,,"","",342,66+,Cat,2023-12
1001,2023-09-21,Health,0,Annual Checkup,"All clear, healthy diet recommended",4166,46-55,Dog,2023-09
2544,2023-03-02,Walking,5,"","",9264,56-65,Rabbit,2023-03
3520,2022-12-31,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4834,36-45,Hamster,2022-12
5231,2023-03-08,Playing,,"","",2115,36-45,Rabbit,2023-03
8989,2023-02-27,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3803,36-45,Dog,2023-02
9305,2022-08-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4495,18-25,Dog,2022-08
9659,2023-07-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5015,18-25,Dog,2023-07
1207,2022-05-09,Walking,56,"","",7087,26-35,Rabbit,2022-05
1585,2022-06-27,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4135,18-25,Fish,2022-06
2278,2022-07-07,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6427,26-35,Hamster,2022-07
7757,2023-08-03,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1457,18-25,Hamster,2023-08
997,2022-10-28,Health,0,Injury,Physical therapy recommended for joint issues,7886,26-35,Hamster,2022-10
2805,2022-07-05,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6327,36-45,Rabbit,2022-07
8244,2022-12-29,Health,0,Annual Checkup,"All clear, healthy diet recommended",5743,66+,Fish,2022-12
4238,2023-08-19,Health,0,Injury,Physical therapy recommended for joint issues,7739,56-65,Cat,2023-08
4212,2023-05-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",2303,56-65,Dog,2023-05
7778,2023-08-19,Playing,,"","",4180,46-55,Rabbit,2023-08
8208,2023-11-25,Walking,31,"","",7211,36-45,Fish,2023-11
5958,2022-08-27,Health,0,Annual Checkup,"All clear, healthy diet recommended",5210,36-45,Fish,2022-08
8746,2022-07-23,Playing,65,"","",5569,66+,Dog,2022-07
9115,2022-12-21,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2345,36-45,Fish,2022-12
3147,2022-10-16,Health,0,Annual Checkup,"All clear, healthy diet recommended",1961,18-25,Dog,2022-10
8354,2022-05-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",2769,26-35,Fish,2022-05
1239,2023-11-14,Walking,64,"","",785,36-45,Fish,2023-11
5984,2023-12-10,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2527,18-25,Fish,2023-12
6901,2023-11-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",5150,46-55,Dog,2023-11
5987,2023-08-08,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4121,66+,Hamster,2023-08
6778,2023-05-23,Health,0,Annual Checkup,"All clear, healthy diet recommended",7271,36-45,Cat,2023-05
5823,2022-07-22,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1745,36-45,Cat,2022-07
8868,2022-08-19,Walking,22,"","",343,46-55,Rabbit,2022-08
9379,2023-02-15,Health,0,Annual Checkup,"All clear, healthy diet recommended",1903,46-55,Fish,2023-02
1382,2023-03-26,Health,0,Injury,"Minor surgery performed, recovery monitored",7965,36-45,Dog,2023-03
2733,2023-07-29,Playing,47,"","",2443,56-65,Rabbit,2023-07
5540,2023-09-14,Walking,63,"","",8158,56-65,Dog,2023-09
3686,2023-06-11,Resting,52,"","",2979,26-35,Rabbit,2023-06
2901,2022-12-28,Playing,79,"","",7351,46-55,Dog,2022-12
6963,2023-11-14,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1749,56-65,Rabbit,2023-11
309,2022-11-28,Walking,,"","",4240,66+,Rabbit,2022-11
5540,2022-04-04,Playing,33,"","",8158,56-65,Dog,2022-04
3370,2023-09-04,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,13,66+,Hamster,2023-09
4768,2022-06-26,Health,0,Injury,"Sprain identified, rest and limited movement advised",254,56-65,Dog,2022-06
6683,2022-09-16,Resting,53,"","",8303,66+,Cat,2022-09
8237,2022-11-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",200,66+,Fish,2022-11
7113,2023-01-12,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8490,36-45,Rabbit,2023-01
556,2023-12-23,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3870,26-35,Fish,2023-12
5799,2023-06-19,Health,0,Annual Checkup,"All clear, healthy diet recommended",7299,26-35,Fish,2023-06
7117,2023-12-16,Walking,43,"","",2814,66+,Hamster,2023-12
503,2023-05-07,Resting,47,"","",6083,66+,Fish,2023-05
2783,2022-09-23,Walking,6,"","",7419,26-35,Rabbit,2022-09
7172,2022-10-07,Health,0,Injury,"Minor surgery performed, recovery monitored",5185,18-25,Rabbit,2022-10
7825,2022-05-17,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6060,56-65,Dog,2022-05
9946,2022-12-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish,2022-12
9030,2023-01-04,Walking,29,"","",4500,18-25,Hamster,2023-01
9856,2023-01-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9424,36-45,Dog,2023-01
309,2022-11-11,Resting,73,"","",4240,66+,Rabbit,2022-11
5198,2022-07-11,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",2027,36-45,Hamster,2022-07
8226,2023-09-27,Health,0,Annual Checkup,Diet adjustment recommended for weight management,2391,56-65,Rabbit,2023-09
5890,2023-02-08,Walking,80,"","",3438,46-55,Cat,2023-02
6087,2023-08-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3196,26-35,Hamster,2023-08
1060,2023-09-23,Resting,41,"","",1001,56-65,Rabbit,2023-09
3225,2022-06-26,Health,0,Injury,"Sprain identified, rest and limited movement advised",936,26-35,Hamster,2022-06
6482,2023-07-08,Health,0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish,2023-07
7778,2023-09-03,Walking,35,"","",4180,46-55,Rabbit,2023-09
1115,2022-04-27,Resting,20,"","",7620,26-35,Rabbit,2022-04
9922,2022-06-05,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",6556,46-55,Fish,2022-06
5501,2023-10-22,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7969,26-35,Rabbit,2023-10
3723,2022-06-21,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",480,56-65,Dog,2022-06
8070,2022-09-14,Health,0,Injury,Physical therapy recommended for joint issues,4144,36-45,Fish,2022-09
